666ec234-ff0c-4041-882d-94854ec6a07e,Deep Purple,England,Rock,48986946,2020333
c14c0e48-31db-3137-1caa-b2bc2b9df2a1,Alice in Chains,United States of America,Rock,74328492,1841091
e58b03a3-a6b5-11e0-b446-00251188dd67,Portishead,England,Alternative/Indie,79408527,2008651
e58af5cd-a6b5-11e0-b446-00251188dd67,Blondie,United States of America,Rock,27030434,1586438
e6066461-0f1d-8412-9a50-bf7d5053aa75,Nat King Cole,United States of America,Jazz,16885441,1390035
584ee63e-e382-4886-bdf8-09ba762db308,Robin Schulz,N\A,Electronica/Dance,5877804,426818
cb206b85-a1f7-323b-1bcf-c70c53f4153d,Father John Misty,United States of America,Alternative/Indie,12158936,398212
7a056e29-3634-b757-0029-3d19e2cf090f,Kylie Minogue,Australia,Pop,61094186,1831336
c17ac2d5-f9df-2dff-992a-76232987798b,The 1975,England,Alternative/Indie,23157062,617229
125dfc3f-e6e8-a1ba-fbce-e08b61bcefdd,Odesza,United States,Electronica/Dance,10425798,403371
05879a22-295d-4e80-8075-ed519d60cf51,Snoop Dogg,United States of America,Rap/Hip Hop,36487084,2359925
e5cfccfe-e563-3dee-a236-6bd116844af9,Death Cab for Cutie,United States of America,Alternative/Indie,160393997,2721734
86e5236d-62e7-cb00-da72-68d4482eca38,Macklemore,United States of America,Rap/Hip Hop,4900575,353138
ae8256b8-7b47-66bb-968d-cfeb17bfa170,Skrillex,United States of America,Electronica/Dance,44995639,1422539
e5794465-a6b5-11e0-b446-00251188dd67,Audioslave,United States of America,Rock,51528070,2123419
0ff631cc-5320-4e80-ba18-eadc36aee597,Bing Crosby,United States of America,Pop,9019950,931038
4c27e92e-90ea-b7ef-5b74-2586bb43177f,James Arthur,England,Pop,5589335,376713
3aec318a-7241-43e4-17c1-38a0eceafbbb,Pitbull,United States of America,Pop,31794843,1873079
a33ed7e1-5ff1-0e02-23f0-c92b29b04749,Dean Martin,United States of America,Pop,14309904,1165341
8ce3bfe5-f608-8329-52ca-9bde0efc601d,Yeah Yeah Yeahs,United States of America,Alternative/Indie,83977734,2390566
62fa0c62-d3be-78ca-1ea8-60ff0b3efd9d,Lynyrd Skynyrd,United States of America,Rock,29081016,1810147
53d15e72-2b41-4082-bd47-776de15bcd58,Nick Cave & The Bad Seeds,N\A,N\A,55981420,1211867
e7039d1b-a6b5-11e0-b446-00251188dd67,George Michael,England,Pop,19114422,1378692
f214105c-a6b5-11e0-b446-00251188dd67,Big Sean,United States of America,Rap/Hip Hop,16063233,1330907
be6cdf9e-1d84-bd3d-3d92-fedd9e295627,Dr. Dre,United States of America,Rap/Hip Hop,36000265,2206053
f06be2bc-a6b5-11e0-b446-00251188dd67,Daughter,England,Alternative/Indie,23090221,681525
ef6d907c-a6b5-11e0-b446-00251188dd67,The Jackson 5,United States of America,Soul/R&B,13591334,1396544
62c624f8-edd5-621b-0c7f-42a56bbeb342,Phil Collins,England,Pop,27859485,1700790
e5ef0924-a6b5-11e0-b446-00251188dd67,Deftones,United States of America,Rock,92809512,1657541
e267d047-1eb4-a5aa-1310-b9c61bbb985b,Incubus,United States of America,Alternative/Indie,106724574,2497681
f3019fb7-a6b5-11e0-b446-00251188dd67,Angel Olsen,United States of America,Alternative/Indie,7665552,247143
e3abc7dd-a6b5-11e0-b446-00251188dd67,Nina Simone,United States of America,Jazz,37082500,1693897
e638db9d-a6b5-11e0-b446-00251188dd67,The Prodigy,England,Electronica/Dance,92577217,2132970
